SubjectID	Sex	Ethnicity	Age	Raised	Nearest city	II.1	II.2	II.3	II.3a	II.3b	II.4	II.5	II.5a	II.6	II.7	III.1	III.2	III.3	III.4	III.5	III.6	III.7	III.8	III.9	III.10
864	f	19	Hispanic	1) Bronx, New York 2) Hamilton, New Jersey	1) It's a borough of New York City 2) Near Trenton	f	s	h		hoagie	w	i		b	d	y	y	n	y	n	y	n	y	y	n
865	f	19	Asian American	Bucks County,pennsylvania	Philadelphia	f	s	z (h)	Hoagie is cold,sub is hot	hoagie	w	2	No	b	d	y	y	y	y	n	y	n	n	y	n
866	f	20	Caucasian	Sacramento,cA	San Francisco	f	2 (s,f)	o		Sandwich	2 (d,w)	2	Icing is usually more decorative and not as often flavored.	b	d	y	y	n	y	n	y	n	n	y	n
867	f	19	Caucasian	Portland, Maine	Boston	f	s	s		sub	w	2	No	b	2	y	y	y	y	n	y	n	n	y	n
868	f	21	Asian American	Irvine,cA	Los Angeles,cA	f	s	s		sub	w	2	frosting is softer cream and icing is harder	b	d	y	y	y	y	n	y	n	n	y	n
869	m	19	Ashkenazi	Virginia	Washington,d.C.	f	s	s		sub	w	2	Not that I can tell.	b	d	y	y	n	n	n	y	n	n	y	n
870	f	19	Caucasian	Waterbury Vermont	Burlington or maybe Boston	f	s	s		Sandwich	w	2	I would use frosting to cover the whole cake and icing to write words or put other details on the cake	b	d	y	y	n	n	n	y	n	n	y	n
871	m	19	Caucasian,hispanic	Palmetto Bay,fL	Miami,fL	2	s	s		Just "sandwich"	w	2	Icing is a flat coating,frosting is airy.	b	d	y	n	n	y	n	y	n	n	y	n
872	f	20	Caucasian	Poughkeepsie, NY	Directly between Albany and NYC	l	s	z (r )	Yes a hero is cold (usually cold cuts) and a sub is hot (like chicken parm or meatball sub)	sub	w	f		b	d	n	n	y	y	n	n	n	n	n	n
873	f	18	Caucasian	Darien CT from 4-5 Basking Ridge NJ from 5-13	For CT, I think I would say it's near Hartford For NJ, I'd say it's an hour away from New York City.	f	s	s		sub	w	f		b	d	y	n	y	y	n	y	n	n	y	n
874	f	19	Caucasian,hispanic	Cooper City,fL	Ft. Lauderdale,fL (or Miami)	f	s	z (h)	Hoagie has a thicker bread made specifically for sandwiches,subs come from some sort of loaf of bread that is cut	sub	w	2	Icing is usually used to make words/letters on the cake	b	d	y	y	y	y	n	y	n	n	y	n
875	m	18	Hispanic	Los Angeles	Los Angeles	f	s	s		sub	w	2	No, they're synonyms.	b	d	y	y	n	y	n	y	n	n	y	n
876	f	17	Asian American	Rochester, MN	Minneapolis, MN or Chicago, IL	f	p	o		sandwich,sub	w	2	Frosting is used across the cake,while icing is used for small,specific decorations	b	d	y	y	y	y	n	y	n	n	y	n
877	m	20	Caucasian	Rhinebeck, NY	It's about 2 hours north of New York City	f	s	z (r )		sub	w	2		2	d	n	n	y	n	n	n	n	n	n	n
878	f	19	Caucasian	Poughkeepsie, NY	New York City	l	s	s		sub	w	2	No	b	d	n	n	y	y	n	n	n	n	n	n
879	f	21	Caucasian,hispanic	Slippery Rock,pA	Pittsburgh,cleveland,harrisburg	l	p	h		hoagie	w	2	You ice cookies (usually) but you can frost or ice a cake.	b	2	y	y	y	y	n	y	n	y	y	n
880	f	21	Caucasian	Salt Lake City, UT Durham, NC Phoenixville,pA	Salt Lake City,chapel Hill/Raleigh,philadelphia	f	s	h		hoagie	w	2	frosting is made with butter or cream cheese and powdered sugar. Icing is thinner and made with just powdered sugar and water and possibly flavoring.	b	d	y	y	n	y	n	y	n	n	y	n
881	m	19	Caucasian	Harrington Park, New Jersey	New York City	f	s	s	Subs are only cold but I have no word that I can think of off the top of my head for a hot sub	sub	w	2	No	b	d	n	n	y	y	n	n	n	n	y	n
882	m	25	Caucasian	Colchester,cT	Hartford,cT	2	2 (s,f)	z (g,h)	Before I went to Penn, I didn't use "hoagie," it was always "grinder" or "sub."	grinder	w	f	Icing is more like a glaze. It's what you might find on cookies or scones,or maybe a poundcake.	b	d	n	y	y	n	n	n	n	n	y	n
883	m	21	Caucasian	Dallas, Texas	Dallas, Texas	f	s	z (h)	No	sub	w	2	No	b	d	y	y	y	y	n	y	n	n	y	n
884	f	18	Caucasian	Pembroke Pines,florida	Between Miami and Fort Lauderdale	f	s	s		sub	w	2	No	b	d	y	y	y	y	n	y	n	n	y	n
885	f	21	Caucasian	Poughkeepsie, NY	New york city	l	s	o		sandwich,sub	w	f		b	d	n	n	y	y	n	n	n	n	y	n
886	f	19	Caucasian	Middletown CT	Hartford,boston, NYC	l	s	z (g)	A grinder is hot and there is usually sauce involved whereas a sub is typically cold	sub	w	f		b	d	y	y	y	y	n	y	n	n	y	n
887	m	19	Caucasian	Needham Massachusetts (1-5) Wayne Pennsylvania (5-13)	Boston (when I lived in Needham),philadelphia (when I lived in Wayne)	f	s	z (h)	Hoagies are from Wawa,subs are from Subway.	hoagie	w	2	Frosting goes on cake. Icing goes on cookies.	b	d	y	n	y	n	n	y	n	n	n	n
888	f	25	Caucasian	Cincinnati,ohio	Columbus,ohio	l	p	z (h)	hoagies tend to be hot,subs tend to be cold but can be hot or have hot fillings	sub	d	2	frosting tends to be spread, icing tends to be piped	b	d	y	y	n	y	n	y	n	y	y	n
889	f	18	Caucasian,hispanic	Michigan (we don't have an accent)	Detroit	l	s	z (h)	Hoagies are hot and have shorter buns than subs.	sub	d	2	Frosting is like a baselayer for the cake and icing is used for prettier details.	b	d	y	y	n	y	n	y	n	n	y	n
890	f	20	Caucasian	Hershey,pA	Philadelphia	2	s	s		sub	w	i		b	d	y	y	y	y	n	y	n	y	y	n
891	f	19	Caucasian	Malverne, NY (Long Island)	Manhattan	f	s	r		hero	w	2	No	b	d	n	n	y	y	n	n	n	n	n	n
892	m	18	Caucasian	Brooklyn, New York	New York City	2	2 (s,f)	z (r )	They are essentially used interchangeably.	sub	w	2	No	b	d	n	n	y	y	n	y	n	n	n	n
893	f	19	Caucasian	Age 4-7 in Philadelphia; 7 and up in Carlsbad,california	Philadelphia; San Diego	2	2 (s,f)	z (h)		sub	2 (d,w)	2	Icing is thinner	b	d	y	y	y	y	n	n	n	n	y	n
894	m	23	Caucasian	Norwood Massachusetts	Boston	f	s	z (h)	No different, I have just lived in Philly the past 6 years,so I use hoagie when in Philly and sub when elsewhere	sub	2 (b,w)	2	I don't think so	b	2	y	n	y	y	n	y	n	n	n	n
895	f	18	Asian American	Lubbock, Texas	Dallas	l	c	s		sub	w	2	Frosting is normally thicker than icing	b	d	y	y	y	y	n	y	n	n	y	n
896	m	18	Caucasian	Havertown Pennsylvania	Philadelphia	f	s	h		hoagie	w	2	No	b	d	y	y	y	n	n	y	n	n	y	n
897	m	52	Caucasian	Albany, NY	New York City	l	s	s		sub	d	f		b	d	n	n	n	y	n	n	n	n	y	n
898	m	54	Caucasian	Queens, NY & Cobleskill, NY	New york and Albany	l	s	z (r )	No	sub	w	2	No	p	d	n	n	n	y	n	n	n	n	y	n
899	m	21	Caucasian	Woodstock,gA Fort Dodge, IA Blaine, MN	Atlanta,gA Chicago? Iowa isn't really attached to a major city Minneapolis, MN	f	2 (p,s)	z (h,p)	A hoagie is usually hot, a sub is cold, and po'boys I associate w/ fried fish or seafood	sub	w	f		b	d	y	y	n	y	n	y	n	n	y	n
900	m	22	Caucasian	New Jersey	NYC	f	s	z (h)	Yes,hoagies are in Philadelphia	sub	w	2	No.	b	d	n	y	y	n	n	n	n	n	y	n
901	m	19	Caucasian,hispanic	La Quinta. CA	Los Angeles	f	s	s		sub	w	f		b	d	y	y	n	y	n	y	n	n	y	n
902	f	white	19	Laurel Hollow, NY 	New York City	f	s	r		r	w	2	no	b	d	n	n	y	y	n	n	n	n	n	n
903	f	Asian	19	Los Angeles,cA	Los Angeles	f	s	s		Sandwich	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
904	f	Nigerian-American	18	El Dorado Hills CA	Sacramento	f	s	z (h)	no	s 	w	2	no	b	Night-food	y	y	n	y	n	y	n	n	y	n
905	m	white	18	Monmouth County, NJ	New York City 	l	s	z{r}	no	r	w	2	Frosting is for detail work, icing is for the entire cake	b	d	n	n	y	y	n	n	n	n	n	n
906	m	white	19	Plainfield IL	Chicago	l	c	s		s	d	f		b	d	y	y	y	y	n	n	n	n	y	n
907	f	Indian	19	Sterling, VA	Washington DC	f	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
908	m	white	21	San Francisco,cA	San Francisco,cA	f	s	s		s	w	2	Icing is for decoration and frosting is the base	b	d	y	y	n	y	n	y	n	n	y	n
909	f	white	58	San Francisco,cA	San Francisco,cA	f	f	s		s	w	2	Frosting is the overall covering, and the icing goes on top for decoration. 	b	d	y	n	n	y	n	n	n	n	y	n
910	f	white	21	Los Gatos,cA	San Francisco,cA	f	s				d	2	no	b	d	y	y	y	y	n	y	n	n	y	n
911	f	white	29	Boston, MA	Boston, MA	l	p	s		p	w	f		b	d	y	y	n	n	n	y	n	n	y	n
912	f	white	19	San Francisco,cA	San Francisco,cA	f	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
913	f	hispanic	18	Ridgefield CT 	New York City	2	s	z (h,g)		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
914	m	white	18	Clarksville, Maryland	Washington DC	f	s	z (h)	no	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
915	f	white	19	Sea Cliff, New York 	Long Island	f	s	z{r}	Sub is cold,hero is hot	s	w	2		b	d	y	n	y	y	n	y	n	n	n	n
916	f	white	50	Queens, NY	New York City	l	s	r		r	w	i		p	d	n	y	n	y	y	y	n	n	n	n
917	f	asian	19	Dublin California	San Francisco 	f	s	s	no	s	w	2	no	b	d	y	y	n	n	n	n	n	n	n	n
918	m	white	18	Weston Massachusetts	Boston	f	s	s	theoretically there is but not in practice	s	w	2	no	b	d	y	n	y	n	n	y	n	n	n	n
919	m	asian	19	Andover Massachusetts	Boston	f	s	2 (p,s,h)	no, not really	s	w	i		b	d	y	y	y	y	n	y	n	n	n	n
920	f	asian	18	Fremont California	San Jose/San Francisco	f	2 (s,f)	s	no	o	w	2	yes	b	d	y	y	n	y	n	y	n	n	n	n
921	m	asian	18	Fishers Indiana	Indianapolis/Chicago	l	s	s	nope	s	w	i		b	d	n	n	n	n	n	n	n	n	n	n
922	m	white (eastern european)	18	Clarksville Maryland	D.C.	f	s	s	no	s	w	i		b	d	n	y	y	y	n	n	n	n	y	n
923	m	northeastern Dutch with a touch of Sri Lankan	18	Seattle Washington	Seattle	f	s			o	w	2	not really	b	d	y	y	y	y	n	y	n	n	y	n
924	m	Indian	19	Tulare California	Fesno	f	s	s		o	d	2	no	b	d	y	y	y	n	n	y	n	n	y	n
925	f	white	18	Chicago Illinois	Chicago	f	s	s		s	w	f		b	d	y	y	y	y	n	y	n	n	y	n
926	m	asian	13	Dublin California	San Francisco	f	s	s		s	d	2	no	p	d	y	y	n	y	n	y	n	n	y	n
927	f	asian	18	Dublin California	San Francisco	f	s			o	w	2	no	b	d	y	y	y	n	n	n	n	n	n	n
928	f	asian	18	Dublin California	San Francisco	f	s			o	w	f		b	d	y	y	n	n	n	n	n	n	n	n
929	m	asian	19	Honolulu Hawaii	Honolulu	f	s				w	i	b	b	d	y	n	n	y	n	y	n	y	y	n
930	f	asian	18	Dublin California	San Francisco	f	s	s		o	w	2	no	b	d	y	y	n	n	n	y	n	n	n	n
931	f	asian	18	Dublin California	San Francisco	f	s			o	w	f		b	d	y	y	n	n	n	n	n	n	n	n
932	f	White	28	State College	Pittsburgh	f	s	z (h)	no	h	w	2	No	p	2	y	y	n	y	n	y	n	n	y	n
933	f	Caucasian	32	Shreveport, LA	Dallas, TX	l	c	p (s)	I use po'boy for a specific of sandwich served on French bread (and usually with seafood filling)	s	w	i		b	d	y	y	n	y	y	y	n	n	y	n
934	m	Caucasian	21	Nogales, AZ	Tucson, AZ	f	s	s (g)	A sub can be hot or cold, and a grinder is cold	s	w	f		b	d	y	y	n	n	n	y	n	n	y	n
935	m 	Korean	20	Tucson, AZ	Phoenix, AZ	f	s	p (g,h,s)	A po'boy has fried seafood, a grinder is a hot sandwhich, a hoagie is cold, and a sub describes both grinder and hoagie	g (s)	w	b	I see them as the same	b	d	y	y	n	y	n	y	n	n	y	n
936	f	White	37	Baton Rouge and Shreveport, LA	Baton Rouge is 1 hour from New Orleans; Shreveport is 3 hours from Dallas, TX	l	c	p (s)	The main difference is the bread. Po'boys use crusty French bread and subs use softer roll type bread	p	w	i		b	d	y	y	n	y	y	y	n	n/a	y	n
937	f	Panamanian and white	21	Sonoita, AZ	Tucson, AZ	f	s	s	Subs are generally cold. I think of hoagies as being hot	s	d (w)	b	No, they are the same	b	d	y	y	y	n	n	y	n	n	y	n
938	f	Caucasian	65	Shreveport, LA	Dallas, TX	l	c (f)	p		p	w	i		b	2	n	n	n	y	y	n	n	n	y	n
939	f	Caucasian	35	Shreveport, LA	Dallas, TX	l	c	p (s)	Sub is usually just from Subway or a similar place- cold cuts on a softer bread. Po'boy is on French bread,crusty and most of the time has seafood	p	w	i		2	d	n	n	n	y	y	n	n	n	y	n
940	m	White	83	Cobden, IL	St. Louis, MO	l	f	s		sandwich	w	i		b	s	y	y	n	y	y	y	n	n	y	n
941	f	White 	83	Dalla, IA	Des Moines, IA	l	p	s		sandwich	d	b		b	s	y	y	n	y	y	y	n	n	y	n
942	f	White	46	Cobden, IL	St. Louis, MO	l	s	s		s	w	i		b	s	y	y	n	y	y	y	n	n	y	n
943	f	White 	24	Anna, IL	St. Louis, MO	l	s	s		s	w	f		b	d	y	y	n	y	n	y	n	n	y	n
944	m	White	29	Anna, IL	St. Louis, MO	l	s	s		s	d	i		b	d	y	y	n	y	y	y	n	n	y	n
945	f	White	58	Decatur, IL	Chicago, IL	l	s	s		s	d (w)	b	Icing is thinner than frosting	b	2	y	y	n	y	y	y	n	n	y	n
946	f	White	27	Anna, IL	St. Louis, MO	l	s	s		s	w	b	Icing is thinner than frosting	b	d	y	y	n	y	n	y	n	n	y	n
947	f	Black,hatian	21	Waltham, MA	Boston, MA	f	s	s		s	b	b	No	b	d	y	n	y	y	n	y	n	n	y	n
948	f	Asian,chinese America	20	Madison,sD	Sioux Falls,sD	f	p	s		s	w	b	Yes	b	s	n	y	n	y	n	y	n	n	y	n
949	f	White	21	New Paltz, NY	New York, NY	l	s	s		s	w	b	Yes	b	d	n	y	y	y	n	y	n	n	y	n
950	f	White	22	Gaithersburg, MD	Washington,dC	f	s	s		s	w	b	No	b	d	n	y	n	y	n	n	n	n	y	n
951	f	african american 	20	Philadelphia 	New York City	2	s	h		n/a	w	5	n/a	b	d	n	y	y	y	y	n	n	y	y	n
952	m	african american 	19	Pomona NY	New York City	f	s	s			w	2	no	b	d	n	n	y	y	n	n	y	n	n	n
953	m	white 	20	Alexandria, VA	Washington,dC	f	s	s			w	2	no	b	d	y	y	n	y	n	n	n	n	y	n
954	m	Caucasian	19	Warren, NJ Bolton Landing, NY	New York 	2	2 (f,s)	z (r,h)	no	s	w	2	no	b	d	n	n	y	y	n	y	n	n	n	n
955	f	black	19	Houston, TX	Houston	f	s	p			w	2	no	b	d	y	y	y	n	y	n	y	y	y	n
956	f	white	20	St Louis, MO	Chicago	l	s	s		s	w	i		b	d	n	y	y	y	n	n	n	n	y	n
957	f	White / Hispanic	19	Ukiah,cA	San Francisco	f	s	n/a		O(sandwich)	d	2	n/a	b	d	y	y	n	y	n	y	n	n	y	n
958	m	african american 	23	Randolph, MA	Boston	f	s	s		s	2 (d,b)	2	no	b	d	y	n	y	n	n	y	n	n	n	n
959	f	african american 	27	San Antonio, TX	Austin, TX	f	s	s		O(sandwich)	w	2	no	b	d	y	y	y	y	n	y	n	y	y	n
960	f	black	19	Sugarland, TX	Houston 	f	s	s		s	w	f		b	d	y	y	y	n	n	n	n	y	y	n
961	m	white	19	Ho Ho Kus, NJ	New York City	f	s	r		club	w	i		b	d	n	y	y	n	n	y	n	n	y	n
962	m	white	19	Pittsburgh,pA	Pittsburgh	f	p	z (h)	Hoagie is hot sub is cold	h	w	i		b	d	y	y	y	y	n	y	n	y	y	n
963	m	black	20	Brooklyn, NY	New York City 	l	s	z (r)	no	r	w	f		b	d	y	y	y	y	y	y	y	n	y	n
964	m	Caucasian	20	Hunterdon County NJ 	In Between NYC and Philadelphia 	2	s	z (h)	no	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
965	m	white	20	Middletown, New Jersey	In Between NYC and Philadelphia 	2	2 (f,s)	z (r,h)	no	s	2 (d,w)	2	no	b	2	y	y	y	n	n	y	n	n	y	n
966	m	palestinian	19	Kettering,oH	Columbus	l	s	s	no	s	d	i	no	b	d	y	y	n	y	y	y	n	n	y	n
967	f	asian american	20	Overland Park, Kansas	Kansas City	2	s	z (o)	hoagies = hot,sandwhich/sub = cold	o	d	2	icing = base,frosting = decorations	b	d	y	y	y	y	n	y	n	n	y	n
968	f	white	19	Charleston, MA (neighborhood in boston)	Boston	f	s	z (g)	no	s	w	2	frosting = base, icing = decorations	b	d	y	y	y	n	n	y	n	n	y	n
969	f	white	19	Woodcliff Lake, NJ	New York City	f	s	s	no	s	w	2	no	b	d	y	n	y	n	n	n	n	n	n	n
970	m	african-american	18	Dayton,oH	Columbus	l	2 (p,s)	s	no	s	2 (d,w)	2	frosting = gross, icing = good 	b	d	y	y	y	y	n	y	n	y	y	n
971	f	half-black,half-white	19	Mississippi Gulf Coast	New Orleans	l	c	p	no	p	w	i	no	p	s	n	y	y	n	y	n	n	n	y	n
972	f	latina	20	Weston,fL	Miami	f	s	s	no	s	w	2	no	b	d	n	y	n	n	n	n	n	y	y	y
973	m	white	18	Dayton,oH	Columbus	2	s	z (p,g)	no	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
974	m	white	20	Wall, NJ	New York City	2	s	s	no	s	w	2	no	b	d	y	n	y	y	n	y	n	n	n	n
975	f	white	19	Centerville,OH	Columbus	l	s	s	no	s	2 (d,w)	2	frosting = base, icing = decorations	b	d	y	y	n	y	n	y	n	n	y	n
976	f	asian american	18	Rochester Hills, MI	Detroit	f	 s	z (r)	no	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
977	f	white	19	Los Angeles,cA	Los Angeles	f	s	s	no	s	w	2	no	2	d	y	y	n	y	n	y	n	n	y	n
978	m	white	21	Gilbert, AZ	Pheonix	f	s	s	no	s	d	2	no	b	d	y	y	n	n	n	y	n	n	y	n
979	f	white	19	Franklin, TN	Nashville	l	s	s	no	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
980	m	black	20	New York	New York City	f	s	r	no	r	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
981	f	asian	20	London,ontario	Toronto	f	p	s	no	s	w	i	no	b	d	y		n	n	n	y	n	n	n	n
982	f	white	16	Wynnewood,pA	Philadelphia,pA	f	s	z (h)	yes	h	w	2	no	b	d	y	y	y	y	n	y	y	n	y	n
983	f	white	16	Merion Station,pA	Philadelphia,pA	f	s	h		h	w	i		b	d	n	n	y	y	n	y	n	n	n	n
984	m	white	18	Bedford, NY	New York City, NY	f	s	z (r,h,o)	no	s	w	2	no	b	d	y	n	y	y	n	y	n	n	y	n
985	m	white	19	New York City, NY	New York City, NY	f	s	z (r,h,o)	no	s	w	2	no	b	d	n	y	y	y	n	n	n	n	y	n
986	f	white	17	Chelmsford, MA; Andover, MA; Dennis, MA	Boston, MA	f	s	z (h)	no	s	w	2	yes	b	d	y	n	y	y	n	y	n	n	y	n
987	m	white	17	Pittsford, New York	Rochester, NY	f	2 (p,s)	s	no	s	d	f		b	d	n	y	y	y	n	n	n	n	y	n
988	m	white	17	Williamsville, NY	Buffalo, NY	f	s	s			w	2	no	p	d	y	y	y	n	n	n	n	n	y	n
989	f	white	18	Pickerington,ohio	Columbus,oH	2	2 (p,s)	s		s	2 (d,w)	2	no	b	d	y	y	n	y	n	y	n	n	y	n
990	m	white	19	Overland Park, KS	Kansas City, KS	f	s	z (p,o)	yes		w	f		b	d	y	y	n	y	n	y	n	n	y	n
991	f	white	17	Carmel, IN	Chicago, IL	l	s	o	no	s	w	i		b	d	y	y	y	y	n	y	n	n	y	n
992	f	white	19	Alpharetta,gA	Atlanta,gA	l	2 (s,c)	s	no	s	w	2	no	b	d	y	n	y	y	n	y	n	n	y	n
993	f	white	17	Houston, TX; The Woodlands, TX	Houston, TX	f	s	o			w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
994	f	white	16	Seattle,wA	Seattle,wA	f	s	s	no	s	w	2	yes	b	d	y	y	n	y	n	y	y	n	y	n
995	m	white	16	Toronto,oN	Toronto,oN	f	p	s			w	i		b	d	y	y	n	y	n	y	n	n	y	n
996	f	white	20	Vancouver,bC	Vancouver,bC	f	p	s			w	i		b	d	y	y	n	y	n	y	n	n	y	n
997	m	American	19	Philadelphia	Philadelphia	2	s	h		Hoagie	w	2	no	b	2	y	n	y	y	n	n	n	n	n	n
998	m	White	20	Scituate, Massachusetts	Small suburb between Boston, Massachusetts and Cape Cod	2	s	s		Sub	b	2	no	b	d	y	n	n	y	n	y	n	n	n	n
999	m	White	38	Tulsa,oklahoma, USA	I'm from nowhere	l	c	s		Sub	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
1000	m	White	18	Easton,cT	Near New York.	f	2 (o,s)	2 (s,g)	Grinder tends to be hot.	Sandwich	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
1001	m	Multicultural	18	Miami,fL	Miami,fL	f	s	2 (s,h)	Hoagie is often wet with vinegar or mayonnaise but a sub isn't.	Sub	w	2	no	b	d	y	y	y	y	n	y	n	y	y	n
1002	m	White	18	Staten Island, NY Marlboro, NJ	New York	f	s	2 (s,r,h)	Hero is big,hoagie and sub are the same	Sub	w	i		b	2	y	n	y	y	n	n	n	n	n	n
1003	f	Arab	27	Canada (Kingston& Ajax,ontario)	"near Toronto"	f	p	2 (s,h)	A sub has cold deli meat, a hoagie has hot cooked meat,sometimes like steak strips. 	Sub	w	2	no	b	2	y	y	n	y	n	y	n	n	y	n
1004	m	White	24	San Jose,cA; Montana	San Francisco	f	s	2 (p,s,h)	Sub is generally any sandwich on a sub-type roll. Hoagie is more specifically on a hoagie roll. Po'boy is specifically fish or shellfish, not sure about the roll.	Sub	2 (w,d)	2	no	b	d	y	y	n	y	n	n	n	n	y	n
1005	neutral	Scottish	27	Massachusetts	New York City	f	2 (o,s)	2 (s,r)	I use one natively (sub) and I use the other (hero) because no-one in NYC understands what a sub is.	Sub	b	2	no	p	2	y	n	y	y	n	y	n	n	n	n
1006	f	Indian	18	Memphis, TN	Abroad, I typically just say the US. Tennessee at most.	l	s	s	n/a	Sub	w	i		b	d	y	y	n	y	n	y	n	n	y	n
1007	f	White	22	Washington State	Chicago	f	s	s		Sub	d	f		b	d	y	y	n	y	n	y	n	n	y	n
1008	m	Asian-American	18	Colorado	Denver	f	2 (o,s)	s		Sub	2 (w,d)	2	no	b	d	y	y	y	y	n	y	n	n	y	n
1009	non-binary	White	24	Bethesda, MD; Jacksonville, NC; Pensacola,fL; Saratoga Springs, NY; New Bern, NC	In a city in the Research Triangle in North Carolina	l	s	s		Hoagie	w	2	no	b	2	y	n	n	y	n	n	n	n	n	n
1010	f	White	20	Tampa,florida	Tampa	f	s	2 (p,s)	Subs are any sandwich on a long bread roll and po'boys are specifically shrimp sandwiches that are popular in the South	Sub	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
1011	f	White	22	Las Vegas, NV and Huntington Beach,cA	"California, near Los Angeles"	f	s	s		Sub	w	f		b	d	y	y	n	y	n	y	n	n	y	n
1012	f	White	19	Delaware	Philadelphia	f	s	2 (s,h)	Not in my own usage	Hoagie	w	2	no	b	d	y	n	y	y	n	n	n	n	y	n
1013		White	20	Maryland	Near Washington,dC	l	s	s		Sub	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
1014	m	asian	18	brooklyn, new york	new york city 	l	s	r		Hero	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
1015	m	White	28	Fort Worth, Texas	Fort Worth	2	2 (o,s,c)	2 (p,s)	n	Sub	2 (w,d)	2	no	2	2	y	y	n	y	n	y	n	n	n	n
1016	Agender	White	18	Seattle,washington Austin, Texas	Austin, Texas	f	s	s		Sub	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
1017	m	White	22	Charlottetown,prince Edward Island,canada	Charlottetown,prince Edward Island	f	p	s		Sub	w	2	no	b	s	y	y	y	y	n	y	n	n	y	n
1018	m	WASP	23	California (Sacramento area)	San Francisco	f	s	s		Sandwich	d	2	no	b	d	y	y	n	n	n	y	n	n	y	n
1019	m	Asian	18	Sunnyvale,cA Jupiter,fL Palm Beach Gardens,fL	West Palm Beach,fL	f	2 (o,s)	s		Sub	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
1020	m	White	21	Acton, MA	Charlottesville, VA	f	s	s		Sub	2 (w,d)	2	no	b	2	y	y	n	y	n	n	n	n	y	n
1021	m	White	23	Western Massachusetts,rural/Suburban area outside of Springfield in Hampden County	Springfield or Boston 	f	s	2 (s,g)	No difference. A cold sub/grinder would be called a "cold cut grinder/sub" 	Sub	w	f		b	2	y	y	y	y	n	y	n	n	y	n
1022	Agender	White Anglo-American	23	Wisconsin	Milwaukee / Chicago	f	s	s		Sub	d	2	no	b	d	y	y	n	y	n	y	n	n	y	n
1023		White 	18	Tallahassee,florida 	"in the armpit of florida" 	2	s	s		Sub	2 (w,d)	2	no	b	d	y	n	n	y	y	n	n	n	y	n
1024	m	Mixed: Asian,white	23	Minnesota (Twin Cities area)	Minneapolis	2	2 (p,s)	2 (p,s,h)	Hoagie is definitely hot (like meatballs) Sub is generic (but on long bread) Po'boy is usually New Orleansy in nature (like a Cajun specialty at a restaurant or something)	Sub	2 (w,d)	2	no	b	2	y	y	n	y	n	y	n	n	y	n
1025	Nonbinary	Black US American	23	NJ (Philly Suburbs)	Philadelphia	2	s	2 (g,h)	Grinder is hot and has pieces of cooked meat, veg, and/or cheese. Hoagies are cold (but can be toasted) and have deli meats,cheeses, and/or cold sliced veggies. I sometimes refer to "meatball subs" but that is the only context in which I would use "sub" and I'd actually classify that sandwich as a grinder.	Hoagie	w	2	no	b	d	y	n	y	y	n	n	n	n	n	n
1026	f	White 	21	Stoughton, Massachusetts 	Boston, Massachusetts 	f	s	s		Sub	2 (w,d,b)	2	no	b	d	y	y	y	n	n	y	n	n	y	n
1027	m	American	20	Colorado, U.S. 	Denver	f	s	2 (p,s)	A po'boy is a particular type of sandwich made in the American South,often with seafood. A sub is just any long deli sandwich	Sub	2 (w,d)	f		b	d	y	y	n	y	n	y	n	n	y	n
1028	m	Caucasian 	23	Oldsmar,fl	Tampa,fL 	f	c	2 (p,s,h)	Po'boy is the sandwich you get in Louisiana,subs are cold,hoagie are short subs either hot or cold. 	Sub	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
1029	m	white	24	Minnesota,colorado	Colorado Springs,colorado	f	s	2 (p,s)	a po'boy is a specifically Cajun type of sandwich,whereas a sub is different	Sub	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
1030	m	White	19	Brooklyn, NY	Brooklyn, NY	2	2 (o,s)	s		Sandwich	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
1031	f	Cuban American	32	Miami,florida	Miami	f	s	s		Sub	d	2	Frosting and icing are different things!	b	d	y	y	y	y	n	y	n	n	y	n
1032	f	American	22	Ann Arbor, MI	30 minutes west of Detroit	f	p	r	Don't use any of those!! But your survey made me check a box,so I checked one :) But now I live in the Northeast and I think a hero might mean a hot sandwich,based on what I see at delis. Or maybe just a bigger sandwich? I really have no idea.	Sandwich...?	w	2	no	b	d	y	n	n	y	n	y	n	n	y	n
